ProjectName,Is ML producer,where,keyword,line_number,libraries,keywords
repos2/921kiyo,Yes,C:\Users\Cristian\PycharmProjects\MARK-IGES-Project\MARK-Tool\MARK-Tool\Categorizer\src\../../repos\repos2\921kiyo\3d-dl\Planning\Jpg2TFRecords.py,,54,tensorflow,.train.
repos2/921kiyo,Yes,C:\Users\Cristian\PycharmProjects\MARK-IGES-Project\MARK-Tool\MARK-Tool\Categorizer\src\../../repos\repos2\921kiyo\3d-dl\Planning\Jpg2TFRecords.py,,71,tensorflow,.train.
repos2/921kiyo,Yes,C:\Users\Cristian\PycharmProjects\MARK-IGES-Project\MARK-Tool\MARK-Tool\Categorizer\src\../../repos\repos2\921kiyo\3d-dl\src\deprecated\image_retraining\retrain.py,,804,tensorflow,training=True
repos2/921kiyo,Yes,C:\Users\Cristian\PycharmProjects\MARK-IGES-Project\MARK-Tool\MARK-Tool\Categorizer\src\../../repos\repos2\921kiyo\3d-dl\src\deprecated\image_retraining\retrain.py,,815,tensorflow,training=True
repos2/921kiyo,Yes,C:\Users\Cristian\PycharmProjects\MARK-IGES-Project\MARK-Tool\MARK-Tool\Categorizer\src\../../repos\repos2\921kiyo\3d-dl\src\deprecated\image_retraining\retrain.py,,823,tensorflow,training=True
repos2/921kiyo,Yes,C:\Users\Cristian\PycharmProjects\MARK-IGES-Project\MARK-Tool\MARK-Tool\Categorizer\src\../../repos\repos2\921kiyo\3d-dl\src\deprecated\image_retraining\retrain.py,,836,tensorflow,training=True
repos2/921kiyo,Yes,C:\Users\Cristian\PycharmProjects\MARK-IGES-Project\MARK-Tool\MARK-Tool\Categorizer\src\../../repos\repos2\921kiyo\3d-dl\src\deprecated\image_retraining\retrain.py,,876,tensorflow,.train.
repos2/921kiyo,Yes,C:\Users\Cristian\PycharmProjects\MARK-IGES-Project\MARK-Tool\MARK-Tool\Categorizer\src\../../repos\repos2\921kiyo\3d-dl\src\deprecated\image_retraining\test.py,,462,sklearn,.fit_transform(
repos2/921kiyo,Yes,C:\Users\Cristian\PycharmProjects\MARK-IGES-Project\MARK-Tool\MARK-Tool\Categorizer\src\../../repos\repos2\921kiyo\3d-dl\src\deprecated\image_retraining\tf_eval.py,,489,sklearn,.fit_transform(
repos2/921kiyo,Yes,C:\Users\Cristian\PycharmProjects\MARK-IGES-Project\MARK-Tool\MARK-Tool\Categorizer\src\../../repos\repos2\921kiyo\3d-dl\src\detection\train_keras_retinanet.py,,336,keras,.fit_generator(
repos2/921kiyo,Yes,C:\Users\Cristian\PycharmProjects\MARK-IGES-Project\MARK-Tool\MARK-Tool\Categorizer\src\../../repos\repos2\921kiyo\3d-dl\src\experiments\unfrozen_inception.py,,145,keras,.fit_generator(
repos2/aaronlam88,Yes,C:\Users\Cristian\PycharmProjects\MARK-IGES-Project\MARK-Tool\MARK-Tool\Categorizer\src\../../repos\repos2\aaronlam88\cmpe295\python\archive\DecisionTreeClassifier_multi_stock.py,,40,sklearn,.fit(
repos2/aaronlam88,Yes,C:\Users\Cristian\PycharmProjects\MARK-IGES-Project\MARK-Tool\MARK-Tool\Categorizer\src\../../repos\repos2\aaronlam88\cmpe295\python\archive\demo-DecisionTreeClassifier-lg.py,,110,sklearn,.fit(
repos2/aaronlam88,Yes,C:\Users\Cristian\PycharmProjects\MARK-IGES-Project\MARK-Tool\MARK-Tool\Categorizer\src\../../repos\repos2\aaronlam88\cmpe295\python\archive\demo-DecisionTreeClassifier-lg.py,,114,sklearn,.fit(
repos2/aaronlam88,Yes,C:\Users\Cristian\PycharmProjects\MARK-IGES-Project\MARK-Tool\MARK-Tool\Categorizer\src\../../repos\repos2\aaronlam88\cmpe295\python\archive\demo-DecisionTreeClassifier-sm.py,,97,sklearn,.fit(
repos2/aaronlam88,Yes,C:\Users\Cristian\PycharmProjects\MARK-IGES-Project\MARK-Tool\MARK-Tool\Categorizer\src\../../repos\repos2\aaronlam88\cmpe295\python\archive\demo-hello-sklearn.py,,5,sklearn,.fit(
repos2/aaronlam88,Yes,C:\Users\Cristian\PycharmProjects\MARK-IGES-Project\MARK-Tool\MARK-Tool\Categorizer\src\../../repos\repos2\aaronlam88\cmpe295\python\archive\demo-MLPClassifier.py,,7,sklearn,.fit(
repos2/aaronlam88,Yes,C:\Users\Cristian\PycharmProjects\MARK-IGES-Project\MARK-Tool\MARK-Tool\Categorizer\src\../../repos\repos2\aaronlam88\cmpe295\python\archive\demo-pandas.py,,114,sklearn,.fit(
repos2/aaronlam88,Yes,C:\Users\Cristian\PycharmProjects\MARK-IGES-Project\MARK-Tool\MARK-Tool\Categorizer\src\../../repos\repos2\aaronlam88\cmpe295\python\archive\SGDClassifier_single_stock.py,,41,sklearn,.fit(
repos2/aaronlam88,Yes,C:\Users\Cristian\PycharmProjects\MARK-IGES-Project\MARK-Tool\MARK-Tool\Categorizer\src\../../repos\repos2\aaronlam88\cmpe295\python\archive\SGDRegression_Prediction_For_Next_Week.py,,45,sklearn,.fit(
repos2/aaronlam88,Yes,C:\Users\Cristian\PycharmProjects\MARK-IGES-Project\MARK-Tool\MARK-Tool\Categorizer\src\../../repos\repos2\aaronlam88\cmpe295\python\archive\SGDRegression_single_stock.py,,46,sklearn,.fit(
repos2/aaronlam88,Yes,C:\Users\Cristian\PycharmProjects\MARK-IGES-Project\MARK-Tool\MARK-Tool\Categorizer\src\../../repos\repos2\aaronlam88\cmpe295\python\archive\SGDRegression_single_stock_today_for_tomorrow.py,,52,sklearn,.fit(
repos2/aaronlam88,Yes,C:\Users\Cristian\PycharmProjects\MARK-IGES-Project\MARK-Tool\MARK-Tool\Categorizer\src\../../repos\repos2\aaronlam88\cmpe295\python\for_fun\prediction1.py,,59,sklearn,.fit(
repos2/aaronlam88,Yes,C:\Users\Cristian\PycharmProjects\MARK-IGES-Project\MARK-Tool\MARK-Tool\Categorizer\src\../../repos\repos2\aaronlam88\cmpe295\python\models\Classifier.py,,78,sklearn,.fit(
repos2/aaronlam88,Yes,C:\Users\Cristian\PycharmProjects\MARK-IGES-Project\MARK-Tool\MARK-Tool\Categorizer\src\../../repos\repos2\aaronlam88\cmpe295\python\models\DecisionTreeClassifier.py,,45,sklearn,.fit(
repos2/aaronlam88,Yes,C:\Users\Cristian\PycharmProjects\MARK-IGES-Project\MARK-Tool\MARK-Tool\Categorizer\src\../../repos\repos2\aaronlam88\cmpe295\python\models\LassoRegression.py,,66,sklearn,.fit(
repos2/aaronlam88,Yes,C:\Users\Cristian\PycharmProjects\MARK-IGES-Project\MARK-Tool\MARK-Tool\Categorizer\src\../../repos\repos2\aaronlam88\cmpe295\python\models\SGDClassifier.py,,44,sklearn,.fit(
repos2/aaronlam88,Yes,C:\Users\Cristian\PycharmProjects\MARK-IGES-Project\MARK-Tool\MARK-Tool\Categorizer\src\../../repos\repos2\aaronlam88\cmpe295\python\models\SGDRegression.py,,60,sklearn,.fit(
repos2/aaronlam88,Yes,C:\Users\Cristian\PycharmProjects\MARK-IGES-Project\MARK-Tool\MARK-Tool\Categorizer\src\../../repos\repos2\aaronlam88\cmpe295\python\models\SVMClassifier.py,,45,sklearn,.fit(
repos2/aaronlam88,Yes,C:\Users\Cristian\PycharmProjects\MARK-IGES-Project\MARK-Tool\MARK-Tool\Categorizer\src\../../repos\repos2\aaronlam88\cmpe295\python\testing\hello-sklearn.py,,5,sklearn,.fit(
repos2/aaronlam88,Yes,C:\Users\Cristian\PycharmProjects\MARK-IGES-Project\MARK-Tool\MARK-Tool\Categorizer\src\../../repos\repos2\aaronlam88\cmpe295\python\testing\pandas-test.py,,114,sklearn,.fit(
repos2/aaronlam88,Yes,C:\Users\Cristian\PycharmProjects\MARK-IGES-Project\MARK-Tool\MARK-Tool\Categorizer\src\../../repos\repos2\aaronlam88\cmpe295\python\testing\stock-predict.py,,83,sklearn,.fit(
repos2/abdullahselek,Yes,C:\Users\Cristian\PycharmProjects\MARK-IGES-Project\MARK-Tool\MARK-Tool\Categorizer\src\../../repos\repos2\abdullahselek\koolsla\koolsla\tfidf.py,,28,sklearn,.fit_transform(
repos2/adler-j,Yes,C:\Users\Cristian\PycharmProjects\MARK-IGES-Project\MARK-Tool\MARK-Tool\Categorizer\src\../../repos\repos2\adler-j\learned_primal_dual\ellipses\evaluate_learned_chambolle_pock.py,,120,tensorflow,.train.
repos2/adler-j,Yes,C:\Users\Cristian\PycharmProjects\MARK-IGES-Project\MARK-Tool\MARK-Tool\Categorizer\src\../../repos\repos2\adler-j\learned_primal_dual\ellipses\evaluate_learned_primal.py,,104,tensorflow,.train.
repos2/adler-j,Yes,C:\Users\Cristian\PycharmProjects\MARK-IGES-Project\MARK-Tool\MARK-Tool\Categorizer\src\../../repos\repos2\adler-j\learned_primal_dual\ellipses\evaluate_learned_primal_dual.py,,110,tensorflow,.train.
repos2/adler-j,Yes,C:\Users\Cristian\PycharmProjects\MARK-IGES-Project\MARK-Tool\MARK-Tool\Categorizer\src\../../repos\repos2\adler-j\learned_primal_dual\ellipses\evaluate_learned_primal_noop.py,,89,tensorflow,.train.
repos2/adler-j,Yes,C:\Users\Cristian\PycharmProjects\MARK-IGES-Project\MARK-Tool\MARK-Tool\Categorizer\src\../../repos\repos2\adler-j\learned_primal_dual\ellipses\evaluate_unet_reference.py,,85,tensorflow,.train.
repos2/adler-j,Yes,C:\Users\Cristian\PycharmProjects\MARK-IGES-Project\MARK-Tool\MARK-Tool\Categorizer\src\../../repos\repos2\adler-j\learned_primal_dual\ellipses\learned_chambolle_pock.py,,130,tensorflow,.train.
repos2/adler-j,Yes,C:\Users\Cristian\PycharmProjects\MARK-IGES-Project\MARK-Tool\MARK-Tool\Categorizer\src\../../repos\repos2\adler-j\learned_primal_dual\ellipses\learned_chambolle_pock.py,,160,tensorflow,.train.
repos2/adler-j,Yes,C:\Users\Cristian\PycharmProjects\MARK-IGES-Project\MARK-Tool\MARK-Tool\Categorizer\src\../../repos\repos2\adler-j\learned_primal_dual\ellipses\learned_primal.py,,115,tensorflow,.train.
repos2/adler-j,Yes,C:\Users\Cristian\PycharmProjects\MARK-IGES-Project\MARK-Tool\MARK-Tool\Categorizer\src\../../repos\repos2\adler-j\learned_primal_dual\ellipses\learned_primal.py,,145,tensorflow,.train.
repos2/adler-j,Yes,C:\Users\Cristian\PycharmProjects\MARK-IGES-Project\MARK-Tool\MARK-Tool\Categorizer\src\../../repos\repos2\adler-j\learned_primal_dual\ellipses\learned_primal_dual.py,,121,tensorflow,.train.
repos2/adler-j,Yes,C:\Users\Cristian\PycharmProjects\MARK-IGES-Project\MARK-Tool\MARK-Tool\Categorizer\src\../../repos\repos2\adler-j\learned_primal_dual\ellipses\learned_primal_dual.py,,151,tensorflow,.train.
repos2/adler-j,Yes,C:\Users\Cristian\PycharmProjects\MARK-IGES-Project\MARK-Tool\MARK-Tool\Categorizer\src\../../repos\repos2\adler-j\learned_primal_dual\ellipses\unet_reference.py,,98,tensorflow,.train.
repos2/adler-j,Yes,C:\Users\Cristian\PycharmProjects\MARK-IGES-Project\MARK-Tool\MARK-Tool\Categorizer\src\../../repos\repos2\adler-j\learned_primal_dual\ellipses\unet_reference.py,,129,tensorflow,.train.
repos2/adler-j,Yes,C:\Users\Cristian\PycharmProjects\MARK-IGES-Project\MARK-Tool\MARK-Tool\Categorizer\src\../../repos\repos2\adler-j\learned_primal_dual\human\evaluate_mayo_learned_primal_dual.py,,135,tensorflow,.train.
repos2/adler-j,Yes,C:\Users\Cristian\PycharmProjects\MARK-IGES-Project\MARK-Tool\MARK-Tool\Categorizer\src\../../repos\repos2\adler-j\learned_primal_dual\human\evaluate_mayo_learned_primal_dual_log.py,,140,tensorflow,.train.
repos2/adler-j,Yes,C:\Users\Cristian\PycharmProjects\MARK-IGES-Project\MARK-Tool\MARK-Tool\Categorizer\src\../../repos\repos2\adler-j\learned_primal_dual\human\evaluate_mayo_reference_unet.py,,111,tensorflow,.train.
repos2/adler-j,Yes,C:\Users\Cristian\PycharmProjects\MARK-IGES-Project\MARK-Tool\MARK-Tool\Categorizer\src\../../repos\repos2\adler-j\learned_primal_dual\human\mayo_learned_primal_dual.py,,145,tensorflow,.train.
repos2/adler-j,Yes,C:\Users\Cristian\PycharmProjects\MARK-IGES-Project\MARK-Tool\MARK-Tool\Categorizer\src\../../repos\repos2\adler-j\learned_primal_dual\human\mayo_learned_primal_dual.py,,175,tensorflow,.train.
repos2/adler-j,Yes,C:\Users\Cristian\PycharmProjects\MARK-IGES-Project\MARK-Tool\MARK-Tool\Categorizer\src\../../repos\repos2\adler-j\learned_primal_dual\human\mayo_learned_primal_dual_log.py,,147,tensorflow,.train.
repos2/adler-j,Yes,C:\Users\Cristian\PycharmProjects\MARK-IGES-Project\MARK-Tool\MARK-Tool\Categorizer\src\../../repos\repos2\adler-j\learned_primal_dual\human\mayo_learned_primal_dual_log.py,,177,tensorflow,.train.
repos2/adler-j,Yes,C:\Users\Cristian\PycharmProjects\MARK-IGES-Project\MARK-Tool\MARK-Tool\Categorizer\src\../../repos\repos2\adler-j\learned_primal_dual\human\mayo_reference_unet.py,,120,tensorflow,.train.
repos2/adler-j,Yes,C:\Users\Cristian\PycharmProjects\MARK-IGES-Project\MARK-Tool\MARK-Tool\Categorizer\src\../../repos\repos2\adler-j\learned_primal_dual\human\mayo_reference_unet.py,,150,tensorflow,.train.
repos2/agusgun,Yes,C:\Users\Cristian\PycharmProjects\MARK-IGES-Project\MARK-Tool\MARK-Tool\Categorizer\src\../../repos\repos2\agusgun\FakeImageDetector\fake-image-detection.ipynb,,545,keras,.fit(
repos2/agusgun,Yes,C:\Users\Cristian\PycharmProjects\MARK-IGES-Project\MARK-Tool\MARK-Tool\Categorizer\src\../../repos\repos2\agusgun\FakeImageDetector\fake-image-detection.ipynb,,545,keras,.fit(
repos2/AhmedImtiazPrio,Yes,C:\Users\Cristian\PycharmProjects\MARK-IGES-Project\MARK-Tool\MARK-Tool\Categorizer\src\../../repos\repos2\AhmedImtiazPrio\Keras-AudioDataGenerator\AudioDataGenerator.py,,340,keras,.fit(
repos2/AhmedImtiazPrio,Yes,C:\Users\Cristian\PycharmProjects\MARK-IGES-Project\MARK-Tool\MARK-Tool\Categorizer\src\../../repos\repos2\AhmedImtiazPrio\Keras-AudioDataGenerator\AudioDataGenerator.py,,348,keras,.fit(
repos2/AhmedImtiazPrio,Yes,C:\Users\Cristian\PycharmProjects\MARK-IGES-Project\MARK-Tool\MARK-Tool\Categorizer\src\../../repos\repos2\AhmedImtiazPrio\Keras-AudioDataGenerator\AudioDataGenerator.py,,358,keras,.fit(
repos2/AhmedImtiazPrio,Yes,C:\Users\Cristian\PycharmProjects\MARK-IGES-Project\MARK-Tool\MARK-Tool\Categorizer\src\../../repos\repos2\AhmedImtiazPrio\Keras-AudioDataGenerator\AudioDataGenerator.py,,426,keras,.fit(
repos2/ai-med,Yes,C:\Users\Cristian\PycharmProjects\MARK-IGES-Project\MARK-Tool\MARK-Tool\Categorizer\src\../../repos\repos2\ai-med\nn-common-modules\build\lib\nn_common_modules\bayesian_modules.py,,69,torch,def forward(
repos2/ai-med,Yes,C:\Users\Cristian\PycharmProjects\MARK-IGES-Project\MARK-Tool\MARK-Tool\Categorizer\src\../../repos\repos2\ai-med\nn-common-modules\build\lib\nn_common_modules\bayesian_modules.py,,99,torch,def forward(
repos2/ai-med,Yes,C:\Users\Cristian\PycharmProjects\MARK-IGES-Project\MARK-Tool\MARK-Tool\Categorizer\src\../../repos\repos2\ai-med\nn-common-modules\build\lib\nn_common_modules\bayesian_modules.py,,122,torch,def forward(
repos2/ai-med,Yes,C:\Users\Cristian\PycharmProjects\MARK-IGES-Project\MARK-Tool\MARK-Tool\Categorizer\src\../../repos\repos2\ai-med\nn-common-modules\build\lib\nn_common_modules\bayesian_modules.py,,146,torch,def forward(
repos2/ai-med,Yes,C:\Users\Cristian\PycharmProjects\MARK-IGES-Project\MARK-Tool\MARK-Tool\Categorizer\src\../../repos\repos2\ai-med\nn-common-modules\build\lib\nn_common_modules\losses.py,,31,torch,def forward(
repos2/ai-med,Yes,C:\Users\Cristian\PycharmProjects\MARK-IGES-Project\MARK-Tool\MARK-Tool\Categorizer\src\../../repos\repos2\ai-med\nn-common-modules\build\lib\nn_common_modules\losses.py,,104,torch,def forward(
repos2/ai-med,Yes,C:\Users\Cristian\PycharmProjects\MARK-IGES-Project\MARK-Tool\MARK-Tool\Categorizer\src\../../repos\repos2\ai-med\nn-common-modules\build\lib\nn_common_modules\losses.py,,158,torch,def forward(
repos2/ai-med,Yes,C:\Users\Cristian\PycharmProjects\MARK-IGES-Project\MARK-Tool\MARK-Tool\Categorizer\src\../../repos\repos2\ai-med\nn-common-modules\build\lib\nn_common_modules\losses.py,,181,torch,def forward(
repos2/ai-med,Yes,C:\Users\Cristian\PycharmProjects\MARK-IGES-Project\MARK-Tool\MARK-Tool\Categorizer\src\../../repos\repos2\ai-med\nn-common-modules\build\lib\nn_common_modules\losses.py,,210,torch,def forward(
repos2/ai-med,Yes,C:\Users\Cristian\PycharmProjects\MARK-IGES-Project\MARK-Tool\MARK-Tool\Categorizer\src\../../repos\repos2\ai-med\nn-common-modules\build\lib\nn_common_modules\losses.py,,243,torch,def forward(
repos2/ai-med,Yes,C:\Users\Cristian\PycharmProjects\MARK-IGES-Project\MARK-Tool\MARK-Tool\Categorizer\src\../../repos\repos2\ai-med\nn-common-modules\build\lib\nn_common_modules\modules.py,,89,torch,def forward(
repos2/ai-med,Yes,C:\Users\Cristian\PycharmProjects\MARK-IGES-Project\MARK-Tool\MARK-Tool\Categorizer\src\../../repos\repos2\ai-med\nn-common-modules\build\lib\nn_common_modules\modules.py,,138,torch,def forward(
repos2/ai-med,Yes,C:\Users\Cristian\PycharmProjects\MARK-IGES-Project\MARK-Tool\MARK-Tool\Categorizer\src\../../repos\repos2\ai-med\nn-common-modules\build\lib\nn_common_modules\modules.py,,186,torch,def forward(
repos2/ai-med,Yes,C:\Users\Cristian\PycharmProjects\MARK-IGES-Project\MARK-Tool\MARK-Tool\Categorizer\src\../../repos\repos2\ai-med\nn-common-modules\build\lib\nn_common_modules\modules.py,,244,torch,def forward(
repos2/ai-med,Yes,C:\Users\Cristian\PycharmProjects\MARK-IGES-Project\MARK-Tool\MARK-Tool\Categorizer\src\../../repos\repos2\ai-med\nn-common-modules\build\lib\nn_common_modules\modules.py,,309,torch,def forward(
repos2/ai-med,Yes,C:\Users\Cristian\PycharmProjects\MARK-IGES-Project\MARK-Tool\MARK-Tool\Categorizer\src\../../repos\repos2\ai-med\nn-common-modules\build\lib\nn_common_modules\modules.py,,359,torch,def forward(
repos2/ai-med,Yes,C:\Users\Cristian\PycharmProjects\MARK-IGES-Project\MARK-Tool\MARK-Tool\Categorizer\src\../../repos\repos2\ai-med\nn-common-modules\build\lib\nn_common_modules\modules.py,,407,torch,def forward(
repos2/ai-med,Yes,C:\Users\Cristian\PycharmProjects\MARK-IGES-Project\MARK-Tool\MARK-Tool\Categorizer\src\../../repos\repos2\ai-med\nn-common-modules\build\lib\nn_common_modules\modules.py,,455,torch,def forward(
repos2/ai-med,Yes,C:\Users\Cristian\PycharmProjects\MARK-IGES-Project\MARK-Tool\MARK-Tool\Categorizer\src\../../repos\repos2\ai-med\nn-common-modules\build\lib\nn_common_modules\modules.py,,483,torch,def forward(
repos2/ai-med,Yes,C:\Users\Cristian\PycharmProjects\MARK-IGES-Project\MARK-Tool\MARK-Tool\Categorizer\src\../../repos\repos2\ai-med\nn-common-modules\build\lib\nn_common_modules\modules.py,,580,torch,def forward(
repos2/ai-med,Yes,C:\Users\Cristian\PycharmProjects\MARK-IGES-Project\MARK-Tool\MARK-Tool\Categorizer\src\../../repos\repos2\ai-med\nn-common-modules\build\lib\nn_common_modules\modules.py,,643,torch,def forward(
repos2/ai-med,Yes,C:\Users\Cristian\PycharmProjects\MARK-IGES-Project\MARK-Tool\MARK-Tool\Categorizer\src\../../repos\repos2\ai-med\nn-common-modules\build\lib\nn_common_modules\modules.py,,691,torch,def forward(
repos2/ai-med,Yes,C:\Users\Cristian\PycharmProjects\MARK-IGES-Project\MARK-Tool\MARK-Tool\Categorizer\src\../../repos\repos2\ai-med\nn-common-modules\build\lib\nn_common_modules\octave_convolution_block.py,,66,torch,def forward(
repos2/ai-med,Yes,C:\Users\Cristian\PycharmProjects\MARK-IGES-Project\MARK-Tool\MARK-Tool\Categorizer\src\../../repos\repos2\ai-med\nn-common-modules\build\lib\nn_common_modules\octave_convolution_block.py,,117,torch,def forward(
repos2/ai-med,Yes,C:\Users\Cristian\PycharmProjects\MARK-IGES-Project\MARK-Tool\MARK-Tool\Categorizer\src\../../repos\repos2\ai-med\nn-common-modules\build\lib\nn_common_modules\octave_convolution_block.py,,129,torch,def forward(
repos2/ai-med,Yes,C:\Users\Cristian\PycharmProjects\MARK-IGES-Project\MARK-Tool\MARK-Tool\Categorizer\src\../../repos\repos2\ai-med\nn-common-modules\nn_common_modules\bayesian_modules.py,,69,torch,def forward(
repos2/ai-med,Yes,C:\Users\Cristian\PycharmProjects\MARK-IGES-Project\MARK-Tool\MARK-Tool\Categorizer\src\../../repos\repos2\ai-med\nn-common-modules\nn_common_modules\bayesian_modules.py,,99,torch,def forward(
repos2/ai-med,Yes,C:\Users\Cristian\PycharmProjects\MARK-IGES-Project\MARK-Tool\MARK-Tool\Categorizer\src\../../repos\repos2\ai-med\nn-common-modules\nn_common_modules\bayesian_modules.py,,122,torch,def forward(
repos2/ai-med,Yes,C:\Users\Cristian\PycharmProjects\MARK-IGES-Project\MARK-Tool\MARK-Tool\Categorizer\src\../../repos\repos2\ai-med\nn-common-modules\nn_common_modules\bayesian_modules.py,,146,torch,def forward(
repos2/ai-med,Yes,C:\Users\Cristian\PycharmProjects\MARK-IGES-Project\MARK-Tool\MARK-Tool\Categorizer\src\../../repos\repos2\ai-med\nn-common-modules\nn_common_modules\losses.py,,31,torch,def forward(
repos2/ai-med,Yes,C:\Users\Cristian\PycharmProjects\MARK-IGES-Project\MARK-Tool\MARK-Tool\Categorizer\src\../../repos\repos2\ai-med\nn-common-modules\nn_common_modules\losses.py,,104,torch,def forward(
repos2/ai-med,Yes,C:\Users\Cristian\PycharmProjects\MARK-IGES-Project\MARK-Tool\MARK-Tool\Categorizer\src\../../repos\repos2\ai-med\nn-common-modules\nn_common_modules\losses.py,,158,torch,def forward(
repos2/ai-med,Yes,C:\Users\Cristian\PycharmProjects\MARK-IGES-Project\MARK-Tool\MARK-Tool\Categorizer\src\../../repos\repos2\ai-med\nn-common-modules\nn_common_modules\losses.py,,181,torch,def forward(
repos2/ai-med,Yes,C:\Users\Cristian\PycharmProjects\MARK-IGES-Project\MARK-Tool\MARK-Tool\Categorizer\src\../../repos\repos2\ai-med\nn-common-modules\nn_common_modules\losses.py,,210,torch,def forward(
repos2/ai-med,Yes,C:\Users\Cristian\PycharmProjects\MARK-IGES-Project\MARK-Tool\MARK-Tool\Categorizer\src\../../repos\repos2\ai-med\nn-common-modules\nn_common_modules\losses.py,,243,torch,def forward(
repos2/ai-med,Yes,C:\Users\Cristian\PycharmProjects\MARK-IGES-Project\MARK-Tool\MARK-Tool\Categorizer\src\../../repos\repos2\ai-med\nn-common-modules\nn_common_modules\modules.py,,89,torch,def forward(
repos2/ai-med,Yes,C:\Users\Cristian\PycharmProjects\MARK-IGES-Project\MARK-Tool\MARK-Tool\Categorizer\src\../../repos\repos2\ai-med\nn-common-modules\nn_common_modules\modules.py,,138,torch,def forward(
repos2/ai-med,Yes,C:\Users\Cristian\PycharmProjects\MARK-IGES-Project\MARK-Tool\MARK-Tool\Categorizer\src\../../repos\repos2\ai-med\nn-common-modules\nn_common_modules\modules.py,,186,torch,def forward(
repos2/ai-med,Yes,C:\Users\Cristian\PycharmProjects\MARK-IGES-Project\MARK-Tool\MARK-Tool\Categorizer\src\../../repos\repos2\ai-med\nn-common-modules\nn_common_modules\modules.py,,244,torch,def forward(
repos2/ai-med,Yes,C:\Users\Cristian\PycharmProjects\MARK-IGES-Project\MARK-Tool\MARK-Tool\Categorizer\src\../../repos\repos2\ai-med\nn-common-modules\nn_common_modules\modules.py,,309,torch,def forward(
repos2/ai-med,Yes,C:\Users\Cristian\PycharmProjects\MARK-IGES-Project\MARK-Tool\MARK-Tool\Categorizer\src\../../repos\repos2\ai-med\nn-common-modules\nn_common_modules\modules.py,,359,torch,def forward(
repos2/ai-med,Yes,C:\Users\Cristian\PycharmProjects\MARK-IGES-Project\MARK-Tool\MARK-Tool\Categorizer\src\../../repos\repos2\ai-med\nn-common-modules\nn_common_modules\modules.py,,407,torch,def forward(
