ProjectName,Is ML consumer,where,keyword,line_number,libraries,keywords
r9y9/nnsvs,Yes,/home/vincenzo/github/MLTaxonomy-AblationStudy/Categorizer/src/../../repos/repos2/r9y9/nnsvs/nnsvs/gen.py,,419,torch,.no_grad(
r9y9/nnsvs,Yes,/home/vincenzo/github/MLTaxonomy-AblationStudy/Categorizer/src/../../repos/repos2/r9y9/nnsvs/nnsvs/gen.py,,509,torch,.no_grad(
r9y9/nnsvs,Yes,/home/vincenzo/github/MLTaxonomy-AblationStudy/Categorizer/src/../../repos/repos2/r9y9/nnsvs/nnsvs/gen.py,,643,torch,.no_grad(
r9y9/nnsvs,Yes,/home/vincenzo/github/MLTaxonomy-AblationStudy/Categorizer/src/../../repos/repos2/r9y9/nnsvs/nnsvs/gen.py,,860,torch,.no_grad(
r9y9/nnsvs,Yes,/home/vincenzo/github/MLTaxonomy-AblationStudy/Categorizer/src/../../repos/repos2/r9y9/nnsvs/nnsvs/model.py,,203,torch,.no_grad(
r9y9/nnsvs,Yes,/home/vincenzo/github/MLTaxonomy-AblationStudy/Categorizer/src/../../repos/repos2/r9y9/nnsvs/nnsvs/model.py,,450,torch,.forward(
r9y9/nnsvs,Yes,/home/vincenzo/github/MLTaxonomy-AblationStudy/Categorizer/src/../../repos/repos2/r9y9/nnsvs/nnsvs/model.py,,536,torch,.forward(
r9y9/nnsvs,Yes,/home/vincenzo/github/MLTaxonomy-AblationStudy/Categorizer/src/../../repos/repos2/r9y9/nnsvs/nnsvs/model.py,,619,torch,.forward(
r9y9/nnsvs,Yes,/home/vincenzo/github/MLTaxonomy-AblationStudy/Categorizer/src/../../repos/repos2/r9y9/nnsvs/nnsvs/model.py,,699,torch,.forward(
r9y9/nnsvs,Yes,/home/vincenzo/github/MLTaxonomy-AblationStudy/Categorizer/src/../../repos/repos2/r9y9/nnsvs/nnsvs/model.py,,769,torch,.forward(
r9y9/nnsvs,Yes,/home/vincenzo/github/MLTaxonomy-AblationStudy/Categorizer/src/../../repos/repos2/r9y9/nnsvs/nnsvs/train_util.py,,1087,torch,.no_grad(
r9y9/nnsvs,Yes,/home/vincenzo/github/MLTaxonomy-AblationStudy/Categorizer/src/../../repos/repos2/r9y9/nnsvs/nnsvs/train_util.py,,1163,torch,.no_grad(
r9y9/nnsvs,Yes,/home/vincenzo/github/MLTaxonomy-AblationStudy/Categorizer/src/../../repos/repos2/r9y9/nnsvs/nnsvs/train_util.py,,1483,torch,.no_grad(
r9y9/nnsvs,Yes,/home/vincenzo/github/MLTaxonomy-AblationStudy/Categorizer/src/../../repos/repos2/r9y9/nnsvs/nnsvs/train_util.py,,1550,torch,.no_grad(
r9y9/nnsvs,Yes,/home/vincenzo/github/MLTaxonomy-AblationStudy/Categorizer/src/../../repos/repos2/r9y9/nnsvs/nnsvs/train_util.py,,1809,torch,.no_grad(
r9y9/nnsvs,Yes,/home/vincenzo/github/MLTaxonomy-AblationStudy/Categorizer/src/../../repos/repos2/r9y9/nnsvs/nnsvs/train_util.py,,2010,torch,.no_grad(
r9y9/nnsvs,Yes,/home/vincenzo/github/MLTaxonomy-AblationStudy/Categorizer/src/../../repos/repos2/r9y9/nnsvs/nnsvs/train_util.py,,2259,torch,.no_grad(
r9y9/nnsvs,Yes,/home/vincenzo/github/MLTaxonomy-AblationStudy/Categorizer/src/../../repos/repos2/r9y9/nnsvs/nnsvs/dsp.py,,85,torch,.forward(
r9y9/nnsvs,Yes,/home/vincenzo/github/MLTaxonomy-AblationStudy/Categorizer/src/../../repos/repos2/r9y9/nnsvs/nnsvs/transformer/attentions.py,,72,torch,.no_grad(
r9y9/nnsvs,Yes,/home/vincenzo/github/MLTaxonomy-AblationStudy/Categorizer/src/../../repos/repos2/r9y9/nnsvs/nnsvs/usfgan/utils/features.py,,111,torch,.no_grad(
r9y9/nnsvs,Yes,/home/vincenzo/github/MLTaxonomy-AblationStudy/Categorizer/src/../../repos/repos2/r9y9/nnsvs/nnsvs/usfgan/utils/features.py,,128,torch,.no_grad(
r9y9/nnsvs,Yes,/home/vincenzo/github/MLTaxonomy-AblationStudy/Categorizer/src/../../repos/repos2/r9y9/nnsvs/nnsvs/usfgan/utils/features.py,,144,torch,.no_grad(
r9y9/nnsvs,Yes,/home/vincenzo/github/MLTaxonomy-AblationStudy/Categorizer/src/../../repos/repos2/r9y9/nnsvs/nnsvs/usfgan/utils/features.py,,166,torch,.no_grad(
r9y9/nnsvs,Yes,/home/vincenzo/github/MLTaxonomy-AblationStudy/Categorizer/src/../../repos/repos2/r9y9/nnsvs/nnsvs/usfgan/models/generator.py,,330,torch,.no_grad(
r9y9/nnsvs,Yes,/home/vincenzo/github/MLTaxonomy-AblationStudy/Categorizer/src/../../repos/repos2/r9y9/nnsvs/nnsvs/usfgan/models/generator.py,,518,torch,.no_grad(
r9y9/nnsvs,Yes,/home/vincenzo/github/MLTaxonomy-AblationStudy/Categorizer/src/../../repos/repos2/r9y9/nnsvs/nnsvs/diffsinger/diffusion.py,,193,torch,.no_grad(
r9y9/nnsvs,Yes,/home/vincenzo/github/MLTaxonomy-AblationStudy/Categorizer/src/../../repos/repos2/r9y9/nnsvs/nnsvs/diffsinger/diffusion.py,,206,torch,.no_grad(
r9y9/nnsvs,Yes,/home/vincenzo/github/MLTaxonomy-AblationStudy/Categorizer/src/../../repos/repos2/r9y9/nnsvs/nnsvs/diffsinger/pe.py,,196,torch,.forward(
r9y9/nnsvs,Yes,/home/vincenzo/github/MLTaxonomy-AblationStudy/Categorizer/src/../../repos/repos2/r9y9/nnsvs/nnsvs/diffsinger/pe.py,,197,torch,.forward(
r9y9/nnsvs,Yes,/home/vincenzo/github/MLTaxonomy-AblationStudy/Categorizer/src/../../repos/repos2/r9y9/nnsvs/nnsvs/acoustic_models/tacotron.py,,101,torch,.forward(
r9y9/nnsvs,Yes,/home/vincenzo/github/MLTaxonomy-AblationStudy/Categorizer/src/../../repos/repos2/r9y9/nnsvs/nnsvs/acoustic_models/__init__.py,,276,torch,.forward(
r9y9/nnsvs,Yes,/home/vincenzo/github/MLTaxonomy-AblationStudy/Categorizer/src/../../repos/repos2/r9y9/nnsvs/nnsvs/layers/layer_norm.py,,30,torch,.forward(
r9y9/nnsvs,Yes,/home/vincenzo/github/MLTaxonomy-AblationStudy/Categorizer/src/../../repos/repos2/r9y9/nnsvs/nnsvs/layers/layer_norm.py,,33,torch,.forward(
r9y9/nnsvs,Yes,/home/vincenzo/github/MLTaxonomy-AblationStudy/Categorizer/src/../../repos/repos2/r9y9/nnsvs/nnsvs/wavenet/conv.py,,51,torch,.no_grad(
r9y9/nnsvs,Yes,/home/vincenzo/github/MLTaxonomy-AblationStudy/Categorizer/src/../../repos/repos2/r9y9/nnsvs/nnsvs/bin/anasyn.py,,21,torch,.no_grad(
r9y9/nnsvs,Yes,/home/vincenzo/github/MLTaxonomy-AblationStudy/Categorizer/src/../../repos/repos2/r9y9/nnsvs/nnsvs/bin/train.py,,29,torch,.no_grad(
r9y9/nnsvs,Yes,/home/vincenzo/github/MLTaxonomy-AblationStudy/Categorizer/src/../../repos/repos2/r9y9/nnsvs/nnsvs/bin/train.py,,120,torch,.no_grad(
r9y9/nnsvs,Yes,/home/vincenzo/github/MLTaxonomy-AblationStudy/Categorizer/src/../../repos/repos2/r9y9/nnsvs/nnsvs/bin/train_acoustic.py,,77,torch,.no_grad(
r9y9/nnsvs,Yes,/home/vincenzo/github/MLTaxonomy-AblationStudy/Categorizer/src/../../repos/repos2/r9y9/nnsvs/nnsvs/bin/train_acoustic.py,,194,torch,.no_grad(
r9y9/nnsvs,Yes,/home/vincenzo/github/MLTaxonomy-AblationStudy/Categorizer/src/../../repos/repos2/r9y9/nnsvs/nnsvs/bin/train_acoustic.py,,350,torch,.no_grad(
r9y9/nnsvs,Yes,/home/vincenzo/github/MLTaxonomy-AblationStudy/Categorizer/src/../../repos/repos2/r9y9/nnsvs/nnsvs/bin/gen_static_features.py,,31,torch,.no_grad(
r9y9/nnsvs,Yes,/home/vincenzo/github/MLTaxonomy-AblationStudy/Categorizer/src/../../repos/repos2/r9y9/nnsvs/nnsvs/bin/generate.py,,48,torch,.no_grad(
GantMan/nsfw_model,Yes,/home/vincenzo/github/MLTaxonomy-AblationStudy/Categorizer/src/../../repos/repos2/GantMan/nsfw_model/tf1/training/self_clense.py,,33,keras,.predict(
GantMan/nsfw_model,Yes,/home/vincenzo/github/MLTaxonomy-AblationStudy/Categorizer/src/../../repos/repos2/GantMan/nsfw_model/tf1/training/self_clense.py,,33,keras,.predict(
GantMan/nsfw_model,Yes,/home/vincenzo/github/MLTaxonomy-AblationStudy/Categorizer/src/../../repos/repos2/GantMan/nsfw_model/tf1/training/visuals.py,,75,keras,.predict(
GantMan/nsfw_model,Yes,/home/vincenzo/github/MLTaxonomy-AblationStudy/Categorizer/src/../../repos/repos2/GantMan/nsfw_model/tf1/training/visuals.py,,75,keras,.predict(
GantMan/nsfw_model,Yes,/home/vincenzo/github/MLTaxonomy-AblationStudy/Categorizer/src/../../repos/repos2/GantMan/nsfw_model/tf1/nsfw_detector/keras_predict.py,,62,keras,.predict(
GantMan/nsfw_model,Yes,/home/vincenzo/github/MLTaxonomy-AblationStudy/Categorizer/src/../../repos/repos2/GantMan/nsfw_model/tf1/nsfw_detector/keras_predict.py,,97,keras,.predict(
GantMan/nsfw_model,Yes,/home/vincenzo/github/MLTaxonomy-AblationStudy/Categorizer/src/../../repos/repos2/GantMan/nsfw_model/nsfw_detector/predict.py,,64,tensorflow,.predict(
GantMan/nsfw_model,Yes,/home/vincenzo/github/MLTaxonomy-AblationStudy/Categorizer/src/../../repos/repos2/GantMan/nsfw_model/nsfw_detector/predict.py,,64,tensorflow,.predict(
GantMan/nsfw_model,Yes,/home/vincenzo/github/MLTaxonomy-AblationStudy/Categorizer/src/../../repos/repos2/GantMan/nsfw_model/nsfw_detector/predict.py,,64,tensorflow,.predict(
GantMan/nsfw_model,Yes,/home/vincenzo/github/MLTaxonomy-AblationStudy/Categorizer/src/../../repos/repos2/GantMan/nsfw_model/nsfw_detector/predict.py,,75,tensorflow,.predict(
GantMan/nsfw_model,Yes,/home/vincenzo/github/MLTaxonomy-AblationStudy/Categorizer/src/../../repos/repos2/GantMan/nsfw_model/nsfw_detector/predict.py,,75,tensorflow,.predict(
GantMan/nsfw_model,Yes,/home/vincenzo/github/MLTaxonomy-AblationStudy/Categorizer/src/../../repos/repos2/GantMan/nsfw_model/nsfw_detector/predict.py,,75,tensorflow,.predict(
GantMan/nsfw_model,Yes,/home/vincenzo/github/MLTaxonomy-AblationStudy/Categorizer/src/../../repos/repos2/GantMan/nsfw_model/nsfw_detector/predict.py,,77,tensorflow,.predict(
GantMan/nsfw_model,Yes,/home/vincenzo/github/MLTaxonomy-AblationStudy/Categorizer/src/../../repos/repos2/GantMan/nsfw_model/nsfw_detector/predict.py,,77,tensorflow,.predict(
GantMan/nsfw_model,Yes,/home/vincenzo/github/MLTaxonomy-AblationStudy/Categorizer/src/../../repos/repos2/GantMan/nsfw_model/nsfw_detector/predict.py,,77,tensorflow,.predict(
domschl/tensor-poet,Yes,/home/vincenzo/github/MLTaxonomy-AblationStudy/Categorizer/src/../../repos/repos2/domschl/tensor-poet/tensor_poet.py,,365,tensorflow,.predict(
domschl/tensor-poet,Yes,/home/vincenzo/github/MLTaxonomy-AblationStudy/Categorizer/src/../../repos/repos2/domschl/tensor-poet/tensor_poet.py,,365,tensorflow,.predict(
domschl/tensor-poet,Yes,/home/vincenzo/github/MLTaxonomy-AblationStudy/Categorizer/src/../../repos/repos2/domschl/tensor-poet/tensor_poet.py,,365,tensorflow,.predict(
domschl/tensor-poet,Yes,/home/vincenzo/github/MLTaxonomy-AblationStudy/Categorizer/src/../../repos/repos2/domschl/tensor-poet/tensor_poet.ipynb,,524,tensorflow,.predict(
domschl/tensor-poet,Yes,/home/vincenzo/github/MLTaxonomy-AblationStudy/Categorizer/src/../../repos/repos2/domschl/tensor-poet/tensor_poet.ipynb,,524,tensorflow,.predict(
domschl/tensor-poet,Yes,/home/vincenzo/github/MLTaxonomy-AblationStudy/Categorizer/src/../../repos/repos2/domschl/tensor-poet/tensor_poet.ipynb,,524,tensorflow,.predict(
NCBI-Hackathons/Semantic-search-log-analysis-pipeline,Yes,/home/vincenzo/github/MLTaxonomy-AblationStudy/Categorizer/src/../../repos/repos2/NCBI-Hackathons/Semantic-search-log-analysis-pipeline/04_Machine_learning_classification.ipynb,,442,sklearn,.predict(
NCBI-Hackathons/Semantic-search-log-analysis-pipeline,Yes,/home/vincenzo/github/MLTaxonomy-AblationStudy/Categorizer/src/../../repos/repos2/NCBI-Hackathons/Semantic-search-log-analysis-pipeline/04_Machine_learning_classification.ipynb,,443,sklearn,.predict(
NCBI-Hackathons/Semantic-search-log-analysis-pipeline,Yes,/home/vincenzo/github/MLTaxonomy-AblationStudy/Categorizer/src/../../repos/repos2/NCBI-Hackathons/Semantic-search-log-analysis-pipeline/04_Machine_learning_classification.ipynb,,444,sklearn,.predict(
NCBI-Hackathons/Semantic-search-log-analysis-pipeline,Yes,/home/vincenzo/github/MLTaxonomy-AblationStudy/Categorizer/src/../../repos/repos2/NCBI-Hackathons/Semantic-search-log-analysis-pipeline/04_Machine_learning_classification.ipynb,,445,sklearn,.predict(
NCBI-Hackathons/Semantic-search-log-analysis-pipeline,Yes,/home/vincenzo/github/MLTaxonomy-AblationStudy/Categorizer/src/../../repos/repos2/NCBI-Hackathons/Semantic-search-log-analysis-pipeline/04_Machine_learning_classification.ipynb,,446,sklearn,.predict(
NCBI-Hackathons/Semantic-search-log-analysis-pipeline,Yes,/home/vincenzo/github/MLTaxonomy-AblationStudy/Categorizer/src/../../repos/repos2/NCBI-Hackathons/Semantic-search-log-analysis-pipeline/04_Machine_learning_classification.ipynb,,447,sklearn,.predict(
NCBI-Hackathons/Semantic-search-log-analysis-pipeline,Yes,/home/vincenzo/github/MLTaxonomy-AblationStudy/Categorizer/src/../../repos/repos2/NCBI-Hackathons/Semantic-search-log-analysis-pipeline/04_Machine_learning_classification.ipynb,,448,sklearn,.predict(
NCBI-Hackathons/Semantic-search-log-analysis-pipeline,Yes,/home/vincenzo/github/MLTaxonomy-AblationStudy/Categorizer/src/../../repos/repos2/NCBI-Hackathons/Semantic-search-log-analysis-pipeline/04_Machine_learning_classification.ipynb,,449,sklearn,.predict(
NCBI-Hackathons/Semantic-search-log-analysis-pipeline,Yes,/home/vincenzo/github/MLTaxonomy-AblationStudy/Categorizer/src/../../repos/repos2/NCBI-Hackathons/Semantic-search-log-analysis-pipeline/04_Machine_learning_classification.ipynb,,450,sklearn,.predict(
NCBI-Hackathons/Semantic-search-log-analysis-pipeline,Yes,/home/vincenzo/github/MLTaxonomy-AblationStudy/Categorizer/src/../../repos/repos2/NCBI-Hackathons/Semantic-search-log-analysis-pipeline/04_Machine_learning_classification.ipynb,,451,sklearn,.predict(
NCBI-Hackathons/Semantic-search-log-analysis-pipeline,Yes,/home/vincenzo/github/MLTaxonomy-AblationStudy/Categorizer/src/../../repos/repos2/NCBI-Hackathons/Semantic-search-log-analysis-pipeline/04_Machine_learning_classification.ipynb,,536,sklearn,.predict(
NCBI-Hackathons/Semantic-search-log-analysis-pipeline,Yes,/home/vincenzo/github/MLTaxonomy-AblationStudy/Categorizer/src/../../repos/repos2/NCBI-Hackathons/Semantic-search-log-analysis-pipeline/04_Machine_learning_classification.ipynb,,654,sklearn,.predict(
NCBI-Hackathons/Semantic-search-log-analysis-pipeline,Yes,/home/vincenzo/github/MLTaxonomy-AblationStudy/Categorizer/src/../../repos/repos2/NCBI-Hackathons/Semantic-search-log-analysis-pipeline/04_Machine_learning_classification.ipynb,,684,sklearn,.predict(
NCBI-Hackathons/Semantic-search-log-analysis-pipeline,Yes,/home/vincenzo/github/MLTaxonomy-AblationStudy/Categorizer/src/../../repos/repos2/NCBI-Hackathons/Semantic-search-log-analysis-pipeline/04_Machine_learning_classification.py,,416,sklearn,.predict(
NCBI-Hackathons/Semantic-search-log-analysis-pipeline,Yes,/home/vincenzo/github/MLTaxonomy-AblationStudy/Categorizer/src/../../repos/repos2/NCBI-Hackathons/Semantic-search-log-analysis-pipeline/04_Machine_learning_classification.py,,417,sklearn,.predict(
NCBI-Hackathons/Semantic-search-log-analysis-pipeline,Yes,/home/vincenzo/github/MLTaxonomy-AblationStudy/Categorizer/src/../../repos/repos2/NCBI-Hackathons/Semantic-search-log-analysis-pipeline/04_Machine_learning_classification.py,,418,sklearn,.predict(
NCBI-Hackathons/Semantic-search-log-analysis-pipeline,Yes,/home/vincenzo/github/MLTaxonomy-AblationStudy/Categorizer/src/../../repos/repos2/NCBI-Hackathons/Semantic-search-log-analysis-pipeline/04_Machine_learning_classification.py,,419,sklearn,.predict(
NCBI-Hackathons/Semantic-search-log-analysis-pipeline,Yes,/home/vincenzo/github/MLTaxonomy-AblationStudy/Categorizer/src/../../repos/repos2/NCBI-Hackathons/Semantic-search-log-analysis-pipeline/04_Machine_learning_classification.py,,420,sklearn,.predict(
NCBI-Hackathons/Semantic-search-log-analysis-pipeline,Yes,/home/vincenzo/github/MLTaxonomy-AblationStudy/Categorizer/src/../../repos/repos2/NCBI-Hackathons/Semantic-search-log-analysis-pipeline/04_Machine_learning_classification.py,,421,sklearn,.predict(
NCBI-Hackathons/Semantic-search-log-analysis-pipeline,Yes,/home/vincenzo/github/MLTaxonomy-AblationStudy/Categorizer/src/../../repos/repos2/NCBI-Hackathons/Semantic-search-log-analysis-pipeline/04_Machine_learning_classification.py,,422,sklearn,.predict(
NCBI-Hackathons/Semantic-search-log-analysis-pipeline,Yes,/home/vincenzo/github/MLTaxonomy-AblationStudy/Categorizer/src/../../repos/repos2/NCBI-Hackathons/Semantic-search-log-analysis-pipeline/04_Machine_learning_classification.py,,423,sklearn,.predict(
NCBI-Hackathons/Semantic-search-log-analysis-pipeline,Yes,/home/vincenzo/github/MLTaxonomy-AblationStudy/Categorizer/src/../../repos/repos2/NCBI-Hackathons/Semantic-search-log-analysis-pipeline/04_Machine_learning_classification.py,,424,sklearn,.predict(
NCBI-Hackathons/Semantic-search-log-analysis-pipeline,Yes,/home/vincenzo/github/MLTaxonomy-AblationStudy/Categorizer/src/../../repos/repos2/NCBI-Hackathons/Semantic-search-log-analysis-pipeline/04_Machine_learning_classification.py,,425,sklearn,.predict(
NCBI-Hackathons/Semantic-search-log-analysis-pipeline,Yes,/home/vincenzo/github/MLTaxonomy-AblationStudy/Categorizer/src/../../repos/repos2/NCBI-Hackathons/Semantic-search-log-analysis-pipeline/04_Machine_learning_classification.py,,504,sklearn,.predict(
NCBI-Hackathons/Semantic-search-log-analysis-pipeline,Yes,/home/vincenzo/github/MLTaxonomy-AblationStudy/Categorizer/src/../../repos/repos2/NCBI-Hackathons/Semantic-search-log-analysis-pipeline/04_Machine_learning_classification.py,,613,sklearn,.predict(
NCBI-Hackathons/Semantic-search-log-analysis-pipeline,Yes,/home/vincenzo/github/MLTaxonomy-AblationStudy/Categorizer/src/../../repos/repos2/NCBI-Hackathons/Semantic-search-log-analysis-pipeline/04_Machine_learning_classification.py,,640,sklearn,.predict(
justachetan/img2latex,Yes,/home/vincenzo/github/MLTaxonomy-AblationStudy/Categorizer/src/../../repos/repos2/justachetan/img2latex/character_classification/app.py,,93,tensorflow,.predict(
justachetan/img2latex,Yes,/home/vincenzo/github/MLTaxonomy-AblationStudy/Categorizer/src/../../repos/repos2/justachetan/img2latex/character_classification/app.py,,93,tensorflow,.predict(
justachetan/img2latex,Yes,/home/vincenzo/github/MLTaxonomy-AblationStudy/Categorizer/src/../../repos/repos2/justachetan/img2latex/character_classification/app.py,,93,tensorflow,.predict(
justachetan/img2latex,Yes,/home/vincenzo/github/MLTaxonomy-AblationStudy/Categorizer/src/../../repos/repos2/justachetan/img2latex/character_classification/app.py,,93,tensorflow,.predict(
justachetan/img2latex,Yes,/home/vincenzo/github/MLTaxonomy-AblationStudy/Categorizer/src/../../repos/repos2/justachetan/img2latex/character_classification/app.py,,137,tensorflow,.predict(
justachetan/img2latex,Yes,/home/vincenzo/github/MLTaxonomy-AblationStudy/Categorizer/src/../../repos/repos2/justachetan/img2latex/character_classification/app.py,,137,tensorflow,.predict(
justachetan/img2latex,Yes,/home/vincenzo/github/MLTaxonomy-AblationStudy/Categorizer/src/../../repos/repos2/justachetan/img2latex/character_classification/app.py,,137,tensorflow,.predict(
justachetan/img2latex,Yes,/home/vincenzo/github/MLTaxonomy-AblationStudy/Categorizer/src/../../repos/repos2/justachetan/img2latex/character_classification/app.py,,137,tensorflow,.predict(
justachetan/img2latex,Yes,/home/vincenzo/github/MLTaxonomy-AblationStudy/Categorizer/src/../../repos/repos2/justachetan/img2latex/character_classification/notebooks/Untitled.py,,111,keras,.predict(
justachetan/img2latex,Yes,/home/vincenzo/github/MLTaxonomy-AblationStudy/Categorizer/src/../../repos/repos2/justachetan/img2latex/character_classification/notebooks/Untitled.py,,163,keras,.predict(
justachetan/img2latex,Yes,/home/vincenzo/github/MLTaxonomy-AblationStudy/Categorizer/src/../../repos/repos2/justachetan/img2latex/character_classification/notebooks/character_classification.ipynb,,1016,keras,.predict(
justachetan/img2latex,Yes,/home/vincenzo/github/MLTaxonomy-AblationStudy/Categorizer/src/../../repos/repos2/justachetan/img2latex/character_classification/notebooks/character_classification.ipynb,,1016,keras,.predict(
justachetan/img2latex,Yes,/home/vincenzo/github/MLTaxonomy-AblationStudy/Categorizer/src/../../repos/repos2/justachetan/img2latex/character_classification/notebooks/character_classification.ipynb,,1461,keras,.predict(
justachetan/img2latex,Yes,/home/vincenzo/github/MLTaxonomy-AblationStudy/Categorizer/src/../../repos/repos2/justachetan/img2latex/character_classification/notebooks/character_classification.ipynb,,1461,keras,.predict(
justachetan/img2latex,Yes,/home/vincenzo/github/MLTaxonomy-AblationStudy/Categorizer/src/../../repos/repos2/justachetan/img2latex/character_classification/notebooks/character_classification.ipynb,,2170,keras,.predict(
justachetan/img2latex,Yes,/home/vincenzo/github/MLTaxonomy-AblationStudy/Categorizer/src/../../repos/repos2/justachetan/img2latex/character_classification/notebooks/character_classification.ipynb,,2170,keras,.predict(
justachetan/img2latex,Yes,/home/vincenzo/github/MLTaxonomy-AblationStudy/Categorizer/src/../../repos/repos2/justachetan/img2latex/character_classification/notebooks/Untitled.ipynb,,136,keras,.predict(
justachetan/img2latex,Yes,/home/vincenzo/github/MLTaxonomy-AblationStudy/Categorizer/src/../../repos/repos2/justachetan/img2latex/character_classification/notebooks/Untitled.ipynb,,213,keras,.predict(
justachetan/img2latex,Yes,/home/vincenzo/github/MLTaxonomy-AblationStudy/Categorizer/src/../../repos/repos2/justachetan/img2latex/character_classification/notebooks/model_predict.py,,136,keras,.predict(
justachetan/img2latex,Yes,/home/vincenzo/github/MLTaxonomy-AblationStudy/Categorizer/src/../../repos/repos2/justachetan/img2latex/character_classification/notebooks/model_predict.py,,213,keras,.predict(
justachetan/img2latex,Yes,/home/vincenzo/github/MLTaxonomy-AblationStudy/Categorizer/src/../../repos/repos2/justachetan/img2latex/character_classification/notebooks/character_classification.py,,369,keras,.predict(
justachetan/img2latex,Yes,/home/vincenzo/github/MLTaxonomy-AblationStudy/Categorizer/src/../../repos/repos2/justachetan/img2latex/character_classification/notebooks/character_classification.py,,369,keras,.predict(
justachetan/img2latex,Yes,/home/vincenzo/github/MLTaxonomy-AblationStudy/Categorizer/src/../../repos/repos2/justachetan/img2latex/character_classification/notebooks/character_classification.py,,450,keras,.predict(
justachetan/img2latex,Yes,/home/vincenzo/github/MLTaxonomy-AblationStudy/Categorizer/src/../../repos/repos2/justachetan/img2latex/character_classification/notebooks/character_classification.py,,450,keras,.predict(
justachetan/img2latex,Yes,/home/vincenzo/github/MLTaxonomy-AblationStudy/Categorizer/src/../../repos/repos2/justachetan/img2latex/character_classification/notebooks/character_classification.py,,693,keras,.predict(
justachetan/img2latex,Yes,/home/vincenzo/github/MLTaxonomy-AblationStudy/Categorizer/src/../../repos/repos2/justachetan/img2latex/character_classification/notebooks/character_classification.py,,693,keras,.predict(
justachetan/img2latex,Yes,/home/vincenzo/github/MLTaxonomy-AblationStudy/Categorizer/src/../../repos/repos2/justachetan/img2latex/scripts/classify_symbols.ipynb,,321,sklearn,.predict(
justachetan/img2latex,Yes,/home/vincenzo/github/MLTaxonomy-AblationStudy/Categorizer/src/../../repos/repos2/justachetan/img2latex/scripts/classify_symbols.ipynb,,339,sklearn,.predict(
justachetan/img2latex,Yes,/home/vincenzo/github/MLTaxonomy-AblationStudy/Categorizer/src/../../repos/repos2/justachetan/img2latex/scripts/classify_symbols.ipynb,,388,sklearn,.predict(
justachetan/img2latex,Yes,/home/vincenzo/github/MLTaxonomy-AblationStudy/Categorizer/src/../../repos/repos2/justachetan/img2latex/scripts/classify_symbols.ipynb,,537,sklearn,.predict(
justachetan/img2latex,Yes,/home/vincenzo/github/MLTaxonomy-AblationStudy/Categorizer/src/../../repos/repos2/justachetan/img2latex/scripts/classify_symbols.ipynb,,555,sklearn,.predict(
justachetan/img2latex,Yes,/home/vincenzo/github/MLTaxonomy-AblationStudy/Categorizer/src/../../repos/repos2/justachetan/img2latex/scripts/classify_symbols.ipynb,,584,sklearn,.predict(
justachetan/img2latex,Yes,/home/vincenzo/github/MLTaxonomy-AblationStudy/Categorizer/src/../../repos/repos2/justachetan/img2latex/scripts/classify_symbols.ipynb,,747,sklearn,.predict(
